District in Greater Cairo where you live,Which day of the week (Step III) are you filling the information for?,"How many HOURS did you spend at HOME/DORM today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at HOME/DORM (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at HOME/DORM (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at HOME/DORM (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at HOME/DORM (7.57 liters per min). 
Please insert your answer in real numbers","Water consumption for Washing dishes in a Dish Washing Machine during the time you spent at HOME/DORM (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption during Watering Plants during the time you spent at HOME/DORM (can vary widely but try to estimate the average amount of time water is poured).
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at HOME/DORM (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","How many HOURS did you spend at UNIVERSITY today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at THE UNIVERSITY (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at the UNIVERSITY (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at the UNIVERSITY (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at the UNIVERSITY (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Can you tell us about the type of OTHER PLACES you are filling the information for (restaurent? club? hanging around?, etc.)","How many HOURS did you spend at OTHER PLACES today? 
Please answer in real numbers","Water consumption during Showering during the time you spent at OTHER PLACES (9.46 liters per min. Taking a bath is 189.2 liters per tub). 
Please insert your answer in real numbers","Water consumption for Washing Hands during the time you spent at OTHER PLACES (3.78 liters per min). 
Please insert your answer in real numbers","Water consumption for Toilet Flushing during the time you spent at OTHER PLACES (11.35 liters per flush). 
Please insert your answer in real numbers","Water consumption while Drinking during the time you spent at OTHER PLACES (Try to estimate the average amount of water used: 0.23 liters per glass of water, or 0.6 liters per small water bottle)
Please insert your answer in real numbers","Water consumption for Washing Dishes in a Dish Washing Machine during the time you spent at OTHER PLACES (15 liters per load/cycle). 
Please insert your answer in real numbers","Water consumption for Washing Dishes by hand during the time you spent at OTHER PLACES (7.57 liters per min). 
Please insert your answer in real numbers",
"Al-Jīzah [Giza] , الجيزة","Wednesday, November 1st 2023",4,132.44,5.67,22.7,0,0,0,1.5,10,0,22.7,11.34,2,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",13,75.68,5.67,22.7,0,0,0,1,11,0,22.7,3.78,2,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Sunday, October 29th 2023",4,160.82,5.67,22.7,0,0,0,0.9,7,0,34.05,15.12,1.8,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",13,94.6,5.67,34.05,0,15,0,1.8,11,0,11.35,1.134,1.2,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",18,94.6,5.67,22.7,0,30,0,1.2,6,0,11.35,0.76,1.2,n/a,0,0,0,0,0,0,0,
"Al-'Ajūzah , العجوزة","Monday, October 30th 2023",20,94.6,5.67,34.05,0,0,0,3,4,0,0,3.78,0.6,N/A,0,0,0,0,0,0,0,
"Al-'Ubūr [El Ubour] , العبور","Wednesday, November 1st 2023",17,66.22,5.67,34.05,0,15,0,1,4,0,22.7,2.52,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",14,236.5,5.67,22.7,0,0,0,0.3,8.5,0,11.35,1.89,0.6,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",14,0,5.67,22.7,53,0,0,0.23,10,0,11.35,1.13,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",9,85.14,5.67,45.4,0,0,0,1.61,7,0,11.35,0.63,0.6,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Wednesday, November 1st 2023",6,42.57,5.67,11.35,0,0,0,0,7,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Sunday, October 29th 2023",10,236.5,5.67,22.7,0,0,0,0.6,12,0,34.05,3.78,0.3,N/A,0,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Tuesday, October 31st 2023",10,75.68,5.67,34.05,0,0,0,1,4,0,0,1.26,0.23,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Monday, October 30th 2023",14,56.76,5.67,34.05,0,0,0,0.8,10,0,11.35,3.78,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",15,0,5.67,18.92,45.42,0,0,0.9,7.5,0,11.35,3.78,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",16,283.8,5.67,56.75,0,0,0,1.2,8,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",16,283.8,5.67,56.75,0,0,0,1,8,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",20,0,5.67,34.05,15.14,0,0,0.6,4,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",6.5,56.76,5.67,22.7,7.57,0,0,1,1.15,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",24,94.6,5.67,68.1,0,15,0,2.4,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",15,66.15,5.67,11.35,0,0,0,1.2,8,0,11.35,2.835,1.2,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",18,0,5.733,34.05,0,0,60,0.6,6,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",9,141.9,5.8,45.4,0,0,0,2.4,0,0,0,0,0,gym,1.5,0,0.56,11.35,0.3,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",13,193.93,5.86,28.38,0,0,0,0.6,10,0,22.7,2.39,1.2,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, November 2nd 2023",10,19.72,5.96,22.7,0,0,0,1.2,5,0,11.35,2.31,1.2,Going out,8,0,2.65,11.35,1.2,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",20,94.6,6,34,0,0,0,2,0,0,0,0,0,Restaurant,4,0,2.7,0,0.6,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",7,19,6,35,0,0,0,0.7,5,0,23,3.78,1.5,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",12,114,6,12,0,0,0,1,12,0,11,6,1,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,0,6,45.4,0,15,0,1.5,8,0,22.7,9,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",16,114,6,22.7,0,0,0,0.6,8,0,0,1.6,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",16,80,6,34,0,0,0,1,8,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",20,20,6,3,0,0,0,3,5,0,1,4,4,0,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 31st 2023",24,151.36,6.04,34.05,0,0,0,2,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Thursday, November 2nd 2023",17,56.76,6.048,11.35,0,0,0,0.4,4,0,0,0,0,friend's house,3,0,1.89,0,0.2,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 29th 2023",7,47.3,6.048,34.05,0,0,0,1.4,6.5,0,0,1.512,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",14,122.98,6.2,22.7,0,0,0,1.38,4,0,11.35,0.8,0.6,club,2.5,0,3.1,11.35,1.2,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",16,47.5,6.2,45,0,0,0,2.1,8,0,22.7,1.79,1.2,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",20,75.68,6.21,45.4,0,0,0,3,0,0,0,0,0,Fast food place,4,0,0,0,0,0,0,
AUC Dorm,"Wednesday, November 1st 2023",16.5,283.8,6.27,56.75,15.14,0,0,0.92,4.5,0,22.7,1.89,0.6,N/A,0,0,0,0,0,0,0,
"Al-'Ubūr [El Ubour] , العبور","Tuesday, October 31st 2023",18,37.84,6.3,34.05,0,0,0,0.6,0,0,0,0,0,Restaurant,4,0,3.78,22.7,0.6,0,0,
"Ash-Shurūq , الشروق","Wednesday, November 1st 2023",15,59.125,6.3,22.7,0,0,0,1.43,7.5,0,11.35,2.205,1.2,0,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",16,21.47,6.37,68.1,0,0,0,2.4,5,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",4,40.96,6.42,34.05,0,0,9,1.2,7,0,0,3.78,1.2,N/A,0,0,0,0,0,0,0,
AUC Dorm,"Sunday, October 29th 2023",17,0,6.489,45.4,80,0,0,0.83,7,0,11.35,0,0,N/A ,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",11,0,6.54,22.7,0,0,0,1.2,10,0,22.7,4.6,1.4,restaurant ,3,0,2.34,0,0.4,0,0,
AUC Dorm,"Thursday, November 2nd 2023",4,179.74,6.615,22.7,0,0,0,0.5,4,0,0,0,0.33,N/A,4,0,0,0,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Thursday, November 2nd 2023",17,189.2,6.62,28.38,0,0,0,0.8,6,0,11.35,1.7,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",17,0,6.62,22.7,22.71,0,0,1.36,7,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",17,18.92,6.74,22.7,0,0,0,0.8,6,0,0,0,0.6,stationary,1,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",24,80.1,6.741,34.05,0,0,0,0.6,0,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Az-Zamālik [Zamalek] , الزمالك","Wednesday, November 1st 2023",16,113.52,6.78,34.05,52.42,0,0,1.2,8,0,22.7,3.78,2,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",17,176,6.8,45.4,0,0,0,1.2,6,0,11.35,2.3,1.8,N/A,0,0,0,0,0,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 29th 2023",15,47.3,6.804,34.05,0,0,0,1.8,9,0,11.35,0.68,0.6,N/A,0,0,0,0,0,0,0.68,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",10,113.52,6.804,45.4,0,0,0,2.4,3,0,0,0,0,restaurant ,2.5,0,1.89,0,0.6,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, November 1st 2023",14,106.43,6.93,34.05,0,0,0,4.2,7,0,22.7,4.74,1.2,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",9,67.166,6.993,34.05,0,0,0,2.8,6,0,11.35,2.7594,0.935,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",21,48.1,6.993,45.4,0,0,60,1.8,3,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Muqaṭṭam , المقطم","Wednesday, November 1st 2023",8,0,7,37.84,0,0,0,2,7,0,11.35,3.9,1,N/A,0,0,0,0,0,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Monday, October 30th 2023",10,70.95,7,34.05,0,0,0,1.8,4,0,11.35,3.78,0.6,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",12,53.922,7.056,11.35,0,0,0,1.2,4,0,11.35,2.394,0.6,cafe & hanging around,7,0,2.961,11.35,0.83,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",8,170.28,7.056,11.36,0,0,0,0,6,0,0,0,0.6,Restaurant and hanging around ,10,0,1.386,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",19,49.1,7.1,68.1,4.542,0,0,4.2,5,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",20,0,7.18,34.05,0,15,0,2,4,0,11.35,1.5,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",5,18.92,7.182,35.05,0,0,0,1.43,5,0,0,3.78,0.6,clinic,2,0,3.78,0,0.23,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",18.5,66.2,7.2,34,0,0,0,1.6,5.5,0,0,1,0,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",20,178.6,7.34,22.7,0,0,0,1.2,4,0,0,0,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",14,65.6,7.371,34.05,0,0,0,1.8,15,0,34.05,10.584,1.8,N/A,0,0,0,0,0,0,0,
"Miṣr al-Qadīmah [Old Cairo] , مصر القديمة","Wednesday, November 1st 2023",8,47.3,7.46,22.7,22.7,0,0,1,12,0,11.35,3.78,1,N/A,0,0,0,0,0,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Wednesday, November 1st 2023",8,47.3,7.5,11.35,0,0,0,2.4,7,0,22.7,11.35,2.4,gym,2,0,7.5,0,1.2,0,0,
"Al-Muqaṭṭam , المقطم","Sunday, October 29th 2023",3,283.3,7.5,22.7,0,0,0,1.2,6,0,22.7,9.45,1.2,Club,2,0,3.78,11.35,0.9,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",13,378,7.5,22,0,15,0,1.2,7,0,11.35,2,0.6,restaurant,4,0,2,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",18,58,7.5,45.4,0,0,0,1.7,6,0,11.35,1.4,0.6,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",14,70,7.5,4,68,0,0,4,3,0,0,0,0,N/A,0,0,0,0,0,0,0,
"Ash-Shurūq , الشروق","Monday, October 30th 2023",6,189.2,7.54,34.05,0,0,0,1.2,8,0,11.35,1.5,1.8,N/A,0,0,0,0,0,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",13,0,7.56,34.05,0,15,0,0.92,3,0,0,3.78,0.6,my grandma's house,8,0,11.34,22.7,0.69,0,98.41,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",10,189.2,7.56,22.7,0,15,0,1.2,5,0,22.7,3.78,0.6,friend's house,2,0,3.78,11.35,0.69,15,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",2,56.76,7.56,22.7,0,0,0,1.6,0,0,0,0,0,hospital,12,0,11.34,34.05,3,0,0,
"Ash-Shurūq , الشروق","Thursday, November 2nd 2023",8,47.3,7.56,22.7,0,0,0,1,7,0,0,0,2,Birthday ,9,0,0,22.7,2,0,0,
AUC Dorm,"Wednesday, November 1st 2023",5.5,18.92,7.56,34.05,11.355,0,0,1.8,6,0,11.35,0.945,1.2,cafe,5,0,3.78,34.05,1.2,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Tuesday, October 31st 2023",8,9.46,7.56,11.35,0,0,0,0.3,0,0,0,0,0,airport,18,0,3.78,22.7,1.2,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, November 1st 2023",4,94.6,7.56,22.7,0,15,0,1.8,6,0,11.35,3.78,1.2,club / hanging around,4,0,3.78,11.35,1.2,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",3,18.92,7.56,22.7,0,0,0,1,9,0,56.75,7.56,2.5,club,4,0,1.89,11.35,1.2,0,0,
AUC Dorm,"Sunday, October 29th 2023",12,94.6,7.56,34,0,0,0,1,5,0,0,3.78,0.6,Gym,3,47.3,3.78,0,1.2,0,0,
"Ash-Shurūq , الشروق","Sunday, October 29th 2023",11,0,7.56,34.05,0,0,0,1.2,8,0,11.35,3.78,1.2,gym,3,0,3.78,0,1.2,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Sunday, October 29th 2023",4.5,0,7.56,22.7,0,0,0,0.92,4,0,11.35,3.78,0.6,friend’s house,4.5,0,7.56,11.35,1.15,0,0,
AUC Dorm,"Monday, October 30th 2023",8,0,7.56,11.35,0,0,0,0.23,6,0,11.35,3.78,0.6,Alexandria (back home),10,47.3,15.12,45.4,1,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Sunday, October 29th 2023",9,0,7.56,56.75,0,0,0,2,4,0,0,1.89,0.5,grandmas house,2,0,4,34.05,1,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",12,0,7.56,22.7,0,0,60,0.6,7,75.68,34.05,18.9,1.8,Club and hanging around ,5,0,7.56,22.7,1,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Tuesday, October 31st 2023",7,94.6,7.56,45.5,0,0,0,3,0,0,0,0,0,house of a friend,3,0,3.78,11.35,1,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Wednesday, November 1st 2023",12,0,7.56,11.35,0,0,0,0.6,5,0,11.35,0,1,gym,3,47.3,0,0,1,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",5,141.9,7.56,22.7,0,0,0,0.46,5,0,0,3.78,0.6,restaurant ,4,0,7.56,0,0.69,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 31st 2023",3,0,7.56,11.35,0,0,0,0.6,9,0,22.7,7.56,0.6,Relatives’ house,10,77.92,11.34,22.7,0.6,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Tuesday, October 31st 2023",7,0,7.56,22.7,0,0,0,1.2,0,0,0,0,0,club,5,0,7.56,22.7,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",10.5,75.68,7.56,22.7,0,0,0,1.2,0,0,0,0,0,gym,1,0,1.89,22.7,0.6,0,0,
AUC Dorm,"Wednesday, November 1st 2023",4,94.6,7.56,11.35,0,0,0,0,13,0,11.35,3.78,0,friend's house,7,141.9,3.78,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",12,94.6,7.56,34.05,0,0,0,0.6,4,0,0,0,0.6,"restaurant, friends house. ",8,0,3.78,11.35,0.6,0,0,
"Ash-Shurūq , الشروق","Monday, October 30th 2023",9,0,7.56,22.7,0,0,0,0.6,10,0,0,3.78,1.8,mall,5,0,1.89,11.35,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",16,217.58,7.56,34.05,0,0,0,1.5,4,0,11.35,3.78,0.6,Mall ,4,0,3.78,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",19,0,7.56,34.05,0,30,0,1.2,0,0,0,0,0,Friend's house,5,0,1.89,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",3,132.44,7.56,22.7,0,0,0,0.6,6.5,0,0,1.89,1.2,Training,1,0,1.89,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",10,189.2,7.56,22.7,0,0,0,1.2,0,0,0,0,0,Restaurant,6,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",15,283.8,7.56,22.7,0,0,0,0.6,3,0,0,0,0,restaurant ,5,0,0,0,0.6,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Thursday, November 2nd 2023",9,18.92,7.56,22.7,0,0,0,0.23,10,0,11.35,3.78,0.6,Mall (hanging around + restaurant),5,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",16,47.3,7.56,22.7,0,0,0,1.2,4,0,0,0,0.6,restaurant/mall ,4,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",6,0,7.56,22.7,0,0,0,1,5,0,0,0,0,Old School,4,0,0,0,0.6,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Wednesday, November 1st 2023",5,0,7.56,11.35,0,0,0,0.6,4,0,11.35,3.78,0.6,Shopping,3,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",4,94.6,7.56,34.05,0,15,0,2.4,6,0,0,3.78,0.6,Hangout,3,0,0,0,0.6,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Wednesday, November 1st 2023",16,37.48,7.56,22.7,0,15,0,0.6,5,0,11.35,3.78,0.3,Hanging around ,3,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",3,56.76,7.56,22.7,0,0,0,0.6,9,0,34.05,13.23,1,restaurant,2,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",11,0,7.56,56.75,0,0,0,1.2,0,0,0,0,0,Training,1.5,0,0,0,0.6,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",19,0,7.56,34.05,7.57,0,0,0.3,2,0,11.35,1,0,mall,2,0,1,0,0.5,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",30,0,7.56,11.35,0,30,4000,0,5,0,0,0,0,Restaurant & Friend's House,6,0,7.56,22.7,0.46,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Thursday, November 2nd 2023",8,9.46,7.56,34.05,9.841,0,0,1.2,2,0,0,0,0.6,coffee shop,2,0,0,0,0.46,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Tuesday, October 31st 2023",12,53.3544,7.56,45.4,0,0,0,2.4,0,0,0,0,0,Hanging,3.5,0,1.89,0,0.335,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Sunday, October 29th 2023",10,141.9,7.56,22.7,0,0,0,0.6,10,0,11.35,3.78,1.2,private tutoring,2.5,0,1.89,11.35,0.3,0,0,
"Al-Qāhirah al-Jadīdah 1 [New Cairo] , القاهرة الجديدة","Monday, October 30th 2023",15,47.3,7.56,22.7,0,0,0,0.23,3,0,0,0,0,restaurant,6,0,3.78,11.35,0.23,0,0,
"Miṣr al-Jādidah [Heliopolis] , مصر الجديدة","Thursday, November 2nd 2023",4,28.38,7.56,11.35,0,0,0,0.6,7,0,11.35,3.78,0.6,restaurant,3,0,3.78,0,0.23,0,0,
"Ash-Shurūq , الشروق","Tuesday, October 31st 2023",18,0,7.56,22.7,64.35,0,0,0.46,0,0,0,0,0,work,6,0,1.89,0,0.23,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Sunday, October 29th 2023",10,0,7.56,11.35,7.57,0,0,1.2,7,0,11.35,3.78,0.6,Other house,7,0,0,0,0.23,0,0,
"Ash-Shaykh Zāyid [Sheikh Zayed City] , الشيخ زايد","Thursday, November 2nd 2023",4,37.84,7.56,22.7,0,0,0,0.115,3,0,0,0,0.3,restaurant ,2,0,0,0,0.23,0,0,
"Al-Ma'ādī [Maadi] , المعادي","Monday, October 30th 2023",7,0,7.56,22.7,0,0,0,0.6,5,0,0,0,0.23,hanging around,2,0,3.78,11.35,0,0,0,
"Madīnat an-Naṣr [Nasr City] , مدينة نصر","Monday, October 30th 2023",20,66.22,7.56,34.05,0,0,0,1.2,2,0,0,0,0,hanging,2,0,3.78,11.35,0,0,0,
